"","Variable","Beta","CI_Lower","CI_Upper","AIC","BIC","dose","model","effects"
"Crime_score1","Crime_score",0.550493754483767,-0.10976802006104,1.21075552902857,1156.58029886913,1250.31512351683,"Second vs Third","Simple","Fixed"
"Barriers_to_Housing_and_Services_score1","Barriers_to_Housing_and_Services_score",0.0347374874465898,-0.0195267636204346,0.0890017385136143,1156.58029886913,1250.31512351683,"Second vs Third","Simple","Fixed"
"Living_Environment_score1","Living_Environment_score",0.0568555196733914,0.021815561614365,0.0918954777324179,1156.58029886913,1250.31512351683,"Second vs Third","Simple","Fixed"
"1","(Intercept)",3.71281178179699,-2.42976479286014,9.85538835645413,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"2","Pop_per_km2",8.73095061654194e-05,5.13718264234121e-05,0.000123247185907427,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"3","prop_travelling_to_work",-4.66282508265423,-10.6958237797542,1.37017361444574,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"4","prop_not_in_work",0.015924744435251,-6.3213952911319,6.3532447800024,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"5","prop_all_other_white",3.5252111436546,2.01374596790428,5.03667631940491,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"6","prop_mixed_multiple",0.530448355707446,-4.4136924302513,5.47458914166619,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"7","prop_asian",1.98089620917463,1.23065213465741,2.73114028369186,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"8","prop_black_afr_car",-0.415369372789591,-2.47084698948815,1.64010824390897,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"9","prop_other",1.22151828597219,-2.70357685586268,5.14661342780706,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"10","IMD_Average_score",0.0189699815675759,-0.0188318841946398,0.0567718473297917,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"11","prop_o65",-4.32176913490329,-8.32682117547339,-0.31671709433319,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"12","prop_u25",8.00781275493605,4.16177731803142,11.8538481918407,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"13","Median_annual_income",-9.71068784255295e-06,-2.76724870316535e-05,8.25111134654758e-06,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"14","Other_proportion",0.00185436597450131,-0.0240200256813874,0.02772875763039,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"15","unringfenced_percapita",0.0252117785912188,0.0155106783207444,0.0349128788616931,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"16","ASC_infection_control_fund_percapita",0.00565361112139435,-0.00945727457035263,0.0207644968131413,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"17","contain_outbreak_management_percapita",-0.00162665619735446,-0.0204030678235937,0.0171497554288848,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"18","Income_score",4.64546790759245,-3.17448467841806,12.465420493603,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"19","Employment_score",-4.68249472395675,-14.6578092469934,5.29281979907993,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"20","Education_Skills_and_Training_score",0.00532606837087193,-0.00796015705972247,0.0186122938014663,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"21","Health_Deprivation_and_Disability_score",0.109328483031048,-0.0948346471907618,0.313491613252858,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"22","Crime_score",-0.00607927751349254,-0.157989939687226,0.145831384660241,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"23","Barriers_to_Housing_and_Services_score",0.00374008734504785,-0.008740420443353,0.0162205951334487,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"24","Living_Environment_score",0.00777465869297395,-0.000467742240743762,0.0160170596266917,325.089965342047,422.574182975661,"First vs Second","Simple","Random"
"25","(Intercept)",-15.859078594397,-42.6611170925672,10.9429599037732,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"26","Pop_per_km2",-0.00030460194805596,-0.000462111179238649,-0.00014709271687327,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"27","prop_travelling_to_work",32.3803055151409,6.0707748654994,58.6898361647824,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"28","prop_not_in_work",34.0315418630429,6.24970778391632,61.8133759421694,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"29","prop_all_other_white",7.06344708748502,0.47739908458097,13.6494950903891,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"30","prop_mixed_multiple",-3.74149079587299,-25.1944044561833,17.7114228644373,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"31","prop_asian",22.2873266653798,19.0245924478171,25.5500608829426,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"32","prop_black_afr_car",23.4046324155601,14.4386729630224,32.3705918680979,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"33","prop_other",7.53849536042773,-9.57999959782775,24.6569903186832,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"34","IMD_Average_score",-0.0154998865708713,-0.180118222119112,0.14911844897737,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"35","prop_o65",-38.5828189041421,-56.1329506704582,-21.032687137826,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"36","prop_u25",-1.49611404668629,-18.4617206946472,15.4694926012746,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"37","Median_annual_income",-7.55157698970623e-05,-0.000154207737081497,3.17619728737196e-06,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"38","Other_proportion",-0.024221449952812,-0.168216024139739,0.119773124234115,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"39","unringfenced_percapita",0.0394871858925349,-0.00272127564621228,0.0816956474312821,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"40","ASC_infection_control_fund_percapita",0.0361317231173311,-0.0296012427844098,0.101864689019072,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"41","contain_outbreak_management_percapita",0.104429017424399,0.0208938059167898,0.187964228932008,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"42","Income_score",22.3809403524153,-11.6555784975764,56.417459202407,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"43","Employment_score",3.9831281706137,-39.3877464788098,47.3540028200372,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"44","Education_Skills_and_Training_score",0.104104964613012,0.0455626303927729,0.162647298833252,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"45","Health_Deprivation_and_Disability_score",-1.81281886172805,-2.70944936783696,-0.916188355619146,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"46","Crime_score",0.655859255742119,-0.00831301228753711,1.32003152377178,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"47","Barriers_to_Housing_and_Services_score",0.039426085258759,-0.0153801970687031,0.0942323675862211,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
"48","Living_Environment_score",0.0415423537251565,0.00491980788571515,0.0781648995645979,1178.90551105805,1276.38972869166,"Second vs Third","Simple","Random"
