"","...1","Variable","Beta","CI_Lower","CI_Upper","AIC","BIC","dose","model","effects"
"178","protect_and_vaccinate1","protect_and_vaccinate",-1.41803671466652,-3.35984168780578,0.523768258472738,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"179","Income_score1","Income_score",20.7958287724952,4.27765328311136,37.314004261879,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"180","Education_Skills_and_Training_score1","Education_Skills_and_Training_score",0.0468481022849253,-0.0049444226341519,0.0986406272040025,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"181","Living_Environment_score1","Living_Environment_score",0.0338370292397681,0.00988702640447381,0.0577870320750625,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"182","Population1","Population",1.77759279584902e-05,7.00469894590402e-06,2.85471569710764e-05,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"183","prop_black_afr_car1","prop_black_afr_car",24.2399877244325,17.3572728166351,31.1227026322299,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"184","prop_o651","prop_o65",-42.09557688019,-62.9106040532739,-21.2805497071061,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"185","contain_outbreak_management_percapita1","contain_outbreak_management_percapita",0.187192713322847,0.093742668944515,0.280642757701178,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"186","ASC_workforce_capacity1","ASC_workforce_capacity",-0.762731813103421,-1.65409455705114,0.128630930844296,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"187","Health_Deprivation_and_Disability_score1","Health_Deprivation_and_Disability_score",-0.929187348959174,-1.66174944258233,-0.196625255336023,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"188","Crime_score1","Crime_score",0.893375975379238,0.274788316274022,1.51196363448445,1120.23078624202,1221.46439686154,"Second vs Third","Stepwise","Fixed"
"189","1","(Intercept)",11.9527890456664,10.252441725827,13.6531363655057,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"190","2","Pop_per_km2",5.91511571376438e-05,2.62117222538402e-05,9.20905920214474e-05,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"191","3","Median_age",-0.120582180487441,-0.152831955848754,-0.0883324051261278,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"192","4","prop_travelling_to_work",-5.93812149902729,-7.87419946200312,-4.00204353605145,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"193","5","prop_all_other_white",2.24189513106541,0.985105096296234,3.49868516583459,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"194","6","prop_asian",2.46098098697906,1.86352409392414,3.05843788003397,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"195","7","residential_percent_change_from_baseline",-0.192684267074825,-0.240765046326033,-0.144603487823616,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"196","8","unringfenced_percapita",0.182928874182777,0.132969686631874,0.23288806173368,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"197","9","ASC_rapid_testing",-73.7872125921932,-97.4701664749844,-50.104258709402,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"198","10","DWP_winter_grant_percapita",-0.538250866612026,-0.706056158465767,-0.370445574758286,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"199","11","sales_compensation",-0.0244214437029305,-0.050167143998046,0.00132425659218508,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"200","12","prop_black_afr_car",0.636241392360909,-0.848585670997679,2.1210684557195,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"201","13","prop_o65",-0.216174154857426,-4.47545909215125,4.0431107824364,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"202","14","no_jobs",-0.00139841199613287,-0.00267385958522937,-0.00012296440703636,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"203","15","contain_outbreak_management_percapita",0.0100323179571051,-0.0102227037905864,0.0302873397047966,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"204","16","Education_Skills_and_Training_score",-0.0159344641258492,-0.02652616664095,-0.0053427616107483,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"205","17","Health_Deprivation_and_Disability_score",-0.00375526135117147,-0.147765124873331,0.140254602170988,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"206","18","Crime_score",0.0880300960229047,-0.0351061967589788,0.211166388804788,243.410519121175,318.39837883934,"First vs Second","Stepwise","Random"
"207","19","(Intercept)",25.617709261477,17.4897057007943,33.7457128221597,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"208","20","Pop_per_km2",-0.00021110786544202,-0.00036969550599743,-5.25202248866199e-05,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"209","21","Median_age",0.106992002970655,-0.0474185930056814,0.261402598946992,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"210","22","prop_travelling_to_work",-9.79741098851117,-19.0550935303059,-0.539728446716436,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"211","23","prop_all_other_white",4.42144460528573,-1.59381291566839,10.4367021262398,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"212","24","prop_asian",23.4158069766022,20.5682596682499,26.2633542849544,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"213","25","residential_percent_change_from_baseline",-0.563555931516629,-0.792917050720225,-0.334194812313032,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"214","26","unringfenced_percapita",0.127961739892859,-0.111515094703405,0.367438574489122,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"215","27","ASC_rapid_testing",-40.5348133508268,-154.086142017436,73.0165153157822,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"216","28","DWP_winter_grant_percapita",-0.384544155536796,-1.18620812998987,0.417119818916276,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"217","29","sales_compensation",0.0220957117731822,-0.100528233431428,0.144719656977793,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"218","30","prop_black_afr_car",26.6678468141328,19.5260585289036,33.809635099362,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"219","31","prop_o65",-58.0434076416126,-78.4257524516268,-37.6610628315985,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"220","32","no_jobs",-0.00728958044710016,-0.0133743518239381,-0.00120480907026218,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"221","33","contain_outbreak_management_percapita",0.177123359876453,0.0788720951689855,0.27537462458392,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"222","34","Education_Skills_and_Training_score",0.0987730513994933,0.0476985765882518,0.149847526210735,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"223","35","Health_Deprivation_and_Disability_score",-1.23313876548386,-1.92692272743169,-0.539354803536017,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
"224","36","Crime_score",1.17826911546734,0.588910287909378,1.76762794302531,1168.71358351176,1243.70144322992,"Second vs Third","Stepwise","Random"
