"","...1","Variable","Beta","CI_Lower","CI_Upper","AIC","BIC","dose","model","effects"
"24","Living_Environment_score","Living_Environment_score",-0.0550379974826671,-0.0929040152787648,-0.0171719796865694,1205.29112683456,1299.02595148226,"First","Simple","Fixed"
"25","(Intercept)1","(Intercept)",114.08646734077,84.260532082377,143.912402599162,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"26","Pop_per_km21","Pop_per_km2",-6.28432845271934e-05,-0.00023719514331455,0.00011150857426016,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"27","prop_travelling_to_work1","prop_travelling_to_work",-0.389370691525758,-29.7732413387879,28.9944999557364,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"28","prop_not_in_work1","prop_not_in_work",-19.682468741429,-50.1445807132898,10.7796432304318,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"29","prop_all_other_white1","prop_all_other_white",-54.87333485712,-62.2190231790149,-47.5276465352251,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"30","prop_mixed_multiple1","prop_mixed_multiple",-20.4542576713764,-44.8558923832533,3.94737704050059,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"31","prop_asian1","prop_asian",-6.931996683149,-10.6169321870539,-3.24706117924406,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"32","prop_black_afr_car1","prop_black_afr_car",-16.8039820220635,-26.8280222543233,-6.77994178980368,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"33","prop_other1","prop_other",-0.996224101585915,-20.0974713756654,18.1050231724936,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"34","IMD_Average_score1","IMD_Average_score",0.0137183425739904,-0.171706530327767,0.199143215475747,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"35","prop_o651","prop_o65",15.9349025455525,-3.23774327100843,35.1075483621134,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"36","prop_u251","prop_u25",-41.0940868171833,-59.1704673121368,-23.0177063222298,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"37","Median_annual_income1","Median_annual_income",-6.3444880005466e-05,-0.00015005136646391,2.31616064529841e-05,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"38","Other_proportion1","Other_proportion",-0.101528984851146,-0.181386274749909,-0.0216716949523827,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"39","unringfenced_percapita1","unringfenced_percapita",-0.0730140811981217,-0.120667677702318,-0.0253604846939249,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"40","ASC_infection_control_fund_percapita1","ASC_infection_control_fund_percapita",-0.064328093785528,-0.138109376969926,0.00945318939886994,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"41","contain_outbreak_management_percapita1","contain_outbreak_management_percapita",-0.141251833036521,-0.228459390779657,-0.0540442752933858,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"42","Income_score1","Income_score",-33.4872474744278,-71.744064156529,4.76956920767347,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"43","Employment_score1","Employment_score",39.6433792440165,-9.41014249404402,88.696900982077,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"44","Education_Skills_and_Training_score1","Education_Skills_and_Training_score",-0.0701095963345772,-0.133476275704393,-0.00674291696476129,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"45","Health_Deprivation_and_Disability_score1","Health_Deprivation_and_Disability_score",-0.681610350486983,-1.66637958686909,0.30315888589512,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"46","Crime_score1","Crime_score",-0.626612950646885,-1.35695291194317,0.103727010649403,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"47","Barriers_to_Housing_and_Services_score1","Barriers_to_Housing_and_Services_score",-0.0262621393573605,-0.0862858338251873,0.0337615551104664,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"48","Living_Environment_score1","Living_Environment_score",-0.0600720958556782,-0.0988310890297049,-0.0213131026816515,1219.92900863223,1313.66383327994,"Second","Simple","Fixed"
"49","(Intercept)2","(Intercept)",125.592633705319,88.4390227207712,162.746244689867,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"50","Pop_per_km22","Pop_per_km2",0.00022613597180487,8.94911480613342e-06,0.00044332282880362,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"51","prop_travelling_to_work2","prop_travelling_to_work",-29.7768907459509,-66.3798300935596,6.82604860165773,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"52","prop_not_in_work2","prop_not_in_work",-39.2261433788044,-77.1722278239446,-1.28005893366427,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"53","prop_all_other_white2","prop_all_other_white",-50.4447529654207,-59.5951398337964,-41.294366097045,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"54","prop_mixed_multiple2","prop_mixed_multiple",-17.9250921004775,-48.321753114385,12.47156891343,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"55","prop_asian2","prop_asian",-21.2706744200571,-25.8609298145366,-16.6804190255777,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"56","prop_black_afr_car2","prop_black_afr_car",-27.4231337926199,-39.9098936563542,-14.9363739288856,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"57","prop_other2","prop_other",-4.37637050171626,-28.1704377922334,19.4176967888008,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"58","IMD_Average_score2","IMD_Average_score",0.0337385997924028,-0.197241704260679,0.264718903845485,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"59","prop_o652","prop_o65",39.6849552513012,15.8019481287474,63.567962373855,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"60","prop_u252","prop_u25",-38.9221570467449,-61.4395669150302,-16.4047471784596,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"61","Median_annual_income2","Median_annual_income",-1.64485314261097e-05,-0.00012433261548715,9.14355526349365e-05,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"62","Other_proportion2","Other_proportion",-0.10347692541557,-0.202953661265589,-0.00400018956555047,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"63","unringfenced_percapita2","unringfenced_percapita",-0.084885176658121,-0.144246372583514,-0.0255239807327281,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"64","ASC_infection_control_fund_percapita2","ASC_infection_control_fund_percapita",-0.0807691271568793,-0.17267709482413,0.0111388405103717,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"65","contain_outbreak_management_percapita2","contain_outbreak_management_percapita",-0.218662771705951,-0.32729559905004,-0.110029944361862,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"66","Income_score2","Income_score",-30.4537141142086,-78.1095167638166,17.2020885353994,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"67","Employment_score2","Employment_score",6.56455064347398,-54.5405060224397,67.6696073093876,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"68","Education_Skills_and_Training_score2","Education_Skills_and_Training_score",-0.131485393028916,-0.210420083066046,-0.0525507029917874,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"69","Health_Deprivation_and_Disability_score2","Health_Deprivation_and_Disability_score",0.605901695824682,-0.620806965651255,1.83261035730062,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"70","Crime_score2","Crime_score",-1.16628189946983,-2.07605276074858,-0.25651103819109,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"71","Barriers_to_Housing_and_Services_score2","Barriers_to_Housing_and_Services_score",-0.0303402103277827,-0.10511060645427,0.0444301857987048,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"72","Living_Environment_score2","Living_Environment_score",-0.0933511490673015,-0.141632503602037,-0.0450697945325658,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"73","1","(Intercept)",112.528911799319,83.1405336898914,141.917289908746,1231.72175608084,1329.20597371445,"First","Simple","Random"
"74","2","Pop_per_km2",-3.8691872747127e-05,-0.00021034316009141,0.00013295941459715,1231.72175608084,1329.20597371445,"First","Simple","Random"
"75","3","prop_travelling_to_work",1.03993784114326,-27.8349785108102,29.9148541930968,1231.72175608084,1329.20597371445,"First","Simple","Random"
"76","4","prop_not_in_work",-17.5892918469551,-47.8237374513799,12.6451537574697,1231.72175608084,1329.20597371445,"First","Simple","Random"
"77","5","prop_all_other_white",-54.2343965290791,-61.4685672869131,-47.0002257712451,1231.72175608084,1329.20597371445,"First","Simple","Random"
"78","6","prop_mixed_multiple",-19.6578929047179,-43.3988264588141,4.08304064937842,1231.72175608084,1329.20597371445,"First","Simple","Random"
"79","7","prop_asian",-5.56602967203666,-9.1632835032572,-1.96877584081611,1231.72175608084,1329.20597371445,"First","Simple","Random"
"80","8","prop_black_afr_car",-18.801864430446,-28.6406323285961,-8.96309653229598,1231.72175608084,1329.20597371445,"First","Simple","Random"
"81","9","prop_other",-1.25367516970033,-20.0365604191714,17.5292100797708,1231.72175608084,1329.20597371445,"First","Simple","Random"
"82","10","IMD_Average_score",0.0323624393463252,-0.148808135610532,0.213533014303182,1231.72175608084,1329.20597371445,"First","Simple","Random"
"83","11","prop_o65",14.1031847745165,-4.9995361694279,33.205905718461,1231.72175608084,1329.20597371445,"First","Simple","Random"
"84","12","prop_u25",-34.9130911742489,-53.1891504115271,-16.6370319369707,1231.72175608084,1329.20597371445,"First","Simple","Random"
"85","13","Median_annual_income",-6.82774143067993e-05,-0.00015402891512378,1.74740865101828e-05,1231.72175608084,1329.20597371445,"First","Simple","Random"
"86","14","Other_proportion",-0.081017168850638,-0.211855171844592,0.0498208341433158,1231.72175608084,1329.20597371445,"First","Simple","Random"
"87","15","unringfenced_percapita",-0.0571194025202164,-0.103633828106034,-0.0106049769343983,1231.72175608084,1329.20597371445,"First","Simple","Random"
"88","16","ASC_infection_control_fund_percapita",-0.0648158935457625,-0.137219858053482,0.00758807096195734,1231.72175608084,1329.20597371445,"First","Simple","Random"
"89","17","contain_outbreak_management_percapita",-0.12554439792779,-0.214491957750237,-0.0365968381053427,1231.72175608084,1329.20597371445,"First","Simple","Random"
"90","18","Income_score",-34.3122975236737,-71.7798886796408,3.15529363229335,1231.72175608084,1329.20597371445,"First","Simple","Random"
"91","19","Employment_score",41.5291376681443,-6.31444515131528,89.3727204876039,1231.72175608084,1329.20597371445,"First","Simple","Random"
"92","20","Education_Skills_and_Training_score",-0.0714460409101604,-0.134702872218683,-0.00818920960163778,1231.72175608084,1329.20597371445,"First","Simple","Random"
"93","21","Health_Deprivation_and_Disability_score",-0.523446053837189,-1.49745136980834,0.450559262133964,1231.72175608084,1329.20597371445,"First","Simple","Random"
"94","22","Crime_score",-0.654953913981776,-1.38046354364227,0.0705557156787217,1231.72175608084,1329.20597371445,"First","Simple","Random"
"95","23","Barriers_to_Housing_and_Services_score",-0.0263991186277961,-0.0859215658065371,0.033123328550945,1231.72175608084,1329.20597371445,"First","Simple","Random"
"96","24","Living_Environment_score",-0.0516068117035351,-0.0907037777733939,-0.0125098456336764,1231.72175608084,1329.20597371445,"First","Simple","Random"
"97","25","(Intercept)",110.000397907075,79.9242341267117,140.076561687437,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"98","26","Pop_per_km2",-8.10106985600456e-05,-0.00025659319421079,9.45717970907039e-05,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"99","27","prop_travelling_to_work",2.7748408693366,-26.7827506315915,32.3324323702647,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"100","28","prop_not_in_work",-17.5277096757545,-48.4301534045681,13.3747340530592,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"101","29","prop_all_other_white",-54.8981103727373,-62.3024452226256,-47.4937755228489,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"102","30","prop_mixed_multiple",-19.7352196726899,-44.074095674525,4.60365632914519,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"103","31","prop_asian",-6.77802925191753,-10.4635449604023,-3.0925135434328,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"104","32","prop_black_afr_car",-17.0525665269908,-27.1249142047857,-6.98021884919596,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"105","33","prop_other",-1.47730775182482,-20.7023456704721,17.7477301668225,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"106","34","IMD_Average_score",0.0153747378087906,-0.170214161377856,0.200963636995438,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"107","35","prop_o65",16.9820301772917,-2.53780701980667,36.5018673743901,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"108","36","prop_u25",-40.335474853408,-58.9754683646195,-21.6954813421965,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"109","37","Median_annual_income",-5.90521114776218e-05,-0.00014673048488906,2.86262619338166e-05,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"110","38","Other_proportion",-0.0894249425780689,-0.220695662579698,0.04184577742356,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"111","39","unringfenced_percapita",-0.0705553132484312,-0.118212601118934,-0.0228980253779283,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"112","40","ASC_infection_control_fund_percapita",-0.0701340587078025,-0.144279488465852,0.0040113710502471,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"113","41","contain_outbreak_management_percapita",-0.119739635351916,-0.210325058901416,-0.0291542118024154,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"114","42","Income_score",-36.1411233002349,-74.5130302787828,2.23078367831297,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"115","43","Employment_score",41.5270688378764,-7.49770720320441,90.5518448789573,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"116","44","Education_Skills_and_Training_score",-0.0704776439284931,-0.135074375315868,-0.00588091254111868,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"117","45","Health_Deprivation_and_Disability_score",-0.628987483887776,-1.62470563924286,0.366730671467304,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"118","46","Crime_score",-0.661501571336268,-1.40328854045787,0.0802853977853363,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"119","47","Barriers_to_Housing_and_Services_score",-0.0259100347111729,-0.0867452717857826,0.0349252023634368,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"120","48","Living_Environment_score",-0.0567481111691922,-0.0966014788392285,-0.0168947434991559,1245.84051829143,1343.32473592505,"Second","Simple","Random"
"121","49","(Intercept)",114.483136354882,77.2171299786281,151.749142731136,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"122","50","Pop_per_km2",0.00016909195559297,-4.95173275565334e-05,0.00038770123874248,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"123","51","prop_travelling_to_work",-22.1846366742925,-58.7746712503679,14.405397901783,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"124","52","prop_not_in_work",-37.4336672499336,-76.0002684032376,1.13293390337041,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"125","53","prop_all_other_white",-50.7436363157421,-59.9070762437247,-41.5801963877595,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"126","54","prop_mixed_multiple",-17.5592637431627,-47.4521047337182,12.3335772473928,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"127","55","prop_asian",-20.5107151278344,-25.0531275112012,-15.9683027444676,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"128","56","prop_black_afr_car",-27.3708617705517,-39.8383869913152,-14.9033365497883,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"129","57","prop_other",-4.27499784460367,-28.0827019573132,19.5327062681058,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"130","58","IMD_Average_score",0.0421464192239656,-0.186891537132449,0.271184375580381,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"131","59","prop_o65",45.1734462710428,20.803865537249,69.5430270048365,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"132","60","prop_u25",-33.7278514369956,-57.2352195668002,-10.220483307191,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"133","61","Median_annual_income",-1.76184737698097e-06,-0.00011101377934378,0.00010749008458982,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"134","62","Other_proportion",-0.067382894475539,-0.276193221520226,0.141427432569148,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"135","63","unringfenced_percapita",-0.0783250722770177,-0.137072617630009,-0.0195775269240266,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"136","64","ASC_infection_control_fund_percapita",-0.0969320039151522,-0.18844601096209,-0.0054179968682147,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"137","65","contain_outbreak_management_percapita",-0.149969635095197,-0.26537918446501,-0.0345600857253836,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"138","66","Income_score",-40.7755049547529,-88.1484413644139,6.597431454908,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"139","67","Employment_score",17.0518288657855,-43.3326680697983,77.4363258013692,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"140","68","Education_Skills_and_Training_score",-0.141384625465489,-0.222491927049337,-0.060277323881641,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"141","69","Health_Deprivation_and_Disability_score",0.884143873584221,-0.359419219947448,2.12770696711589,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"142","70","Crime_score",-1.27941706496138,-2.20237642293948,-0.35645770698328,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"143","71","Barriers_to_Housing_and_Services_score",-0.0322327442154769,-0.108255573553769,0.043790085122815,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"144","72","Living_Environment_score",-0.0773664506815188,-0.12796863254258,-0.0267642688204574,1367.70486681911,1465.18908445272,"Third","Simple","Random"
"145","(Intercept)","(Intercept)",81.7735701081192,67.3869619490894,96.160178267149,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"146","Pop_per_km2","Pop_per_km2",2.04825902943446e-05,-0.0001316239051026,0.00017258908569129,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"147","Median_age","Median_age",0.530218301181961,0.276121470793931,0.784315131569991,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"148","prop_all_other_white","prop_all_other_white",-58.3603469511218,-64.5202648293759,-52.2004290728677,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"149","prop_black_afr_car","prop_black_afr_car",-28.7462141026569,-36.1558412799906,-21.3365869253231,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"150","prop_not_in_work","prop_not_in_work",-6.89769465785873,-19.2074244961599,5.4120351804424,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"151","prop_asian","prop_asian",-9.14901821300586,-12.5171064607734,-5.78092996523836,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"152","prop_u25","prop_u25",-8.09123782462896,-30.3240985498929,14.1416229006349,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"153","Crime_score","Crime_score",-0.56018362560064,-1.2120760239917,0.0917087727904174,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"154","Income_score","Income_score",-20.2600110281355,-44.0608156671128,3.54079361084185,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"155","Living_Environment_score","Living_Environment_score",-0.0513335508024618,-0.0815212743546642,-0.0211458272502594,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"156","unringfenced_percapita","unringfenced_percapita",-0.0525690828992313,-0.0923687315668711,-0.0127694342315916,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"157","IMD_Average_score","IMD_Average_score",-0.00603597252613958,-0.13695577120965,0.12488382615737,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"158","prop_o65","prop_o65",-22.5363610041469,-45.2736126896812,0.200890681387516,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"159","contain_outbreak_management_percapita","contain_outbreak_management_percapita",-0.0864020605961819,-0.157656577288004,-0.0151475439043597,1193.24893686502,1253.23922463955,"First","Lasso","Fixed"
"160","(Intercept)1","(Intercept)",79.3600481884954,64.7066770238886,94.0134193531021,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"161","Pop_per_km21","Pop_per_km2",-2.02688334170949e-05,-0.0001751957563555,0.00013465808952131,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"162","Median_age1","Median_age",0.570322154483487,0.311513745561268,0.829130563405707,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"163","prop_all_other_white1","prop_all_other_white",-58.8944545059444,-65.1685923719222,-52.6203166399666,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"164","prop_black_afr_car1","prop_black_afr_car",-27.1944782736585,-34.7414981146542,-19.6474584326628,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"165","prop_not_in_work1","prop_not_in_work",-7.87296685362089,-20.4109492788561,4.66501557161429,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"166","prop_asian1","prop_asian",-10.4958461335903,-13.9263869993822,-7.06530526779834,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"167","prop_u251","prop_u25",-11.3716506403381,-34.0167631405919,11.2734618599157,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"168","Crime_score1","Crime_score",-0.551767929440085,-1.21574801198749,0.112212153107325,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"169","Income_score1","Income_score",-23.6290077506684,-47.8711376909578,0.613122189620977,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"170","Living_Environment_score1","Living_Environment_score",-0.0585344236284461,-0.0892819016257055,-0.0277869456311867,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"171","unringfenced_percapita1","unringfenced_percapita",-0.0649899480981625,-0.105527579880524,-0.0244523163158009,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"172","IMD_Average_score1","IMD_Average_score",-0.0248301870677712,-0.158177559964764,0.108517185829221,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"173","prop_o651","prop_o65",-23.3682780933905,-46.5271341995878,-0.209421987193195,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"174","contain_outbreak_management_percapita1","contain_outbreak_management_percapita",-0.0794863011290867,-0.1520620513475,-0.0069105509106733,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"175","(Intercept)2","(Intercept)",67.430627433962,48.648726726215,86.212528141709,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"176","Pop_per_km22","Pop_per_km2",0.00032452000520006,0.0001259430326455,0.00052309697775462,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"177","Median_age2","Median_age",0.417861440961491,0.0861347833819713,0.74958809854101,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"178","prop_all_other_white2","prop_all_other_white",-55.0257208994726,-63.0675723684463,-46.9838694304988,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"179","prop_black_afr_car2","prop_black_afr_car",-33.9136405111797,-43.5870034322903,-24.2402775900691,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"180","prop_not_in_work2","prop_not_in_work",-1.96625128150588,-18.036760814154,14.1042582511423,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"181","prop_asian2","prop_asian",-24.2524373310363,-28.6495195581486,-19.855355103924,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"182","prop_u252","prop_u25",-15.5295063612516,-44.5547900122129,13.4957772897096,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"183","Crime_score2","Crime_score",-1.22757885328298,-2.0786327058223,-0.376525000743664,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"184","Income_score2","Income_score",-40.9242278970631,-71.9964823542876,-9.85197343983868,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"185","Living_Environment_score2","Living_Environment_score",-0.0597509946470558,-0.0991614533238295,-0.0203405359702821,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"186","unringfenced_percapita2","unringfenced_percapita",-0.0756080368930646,-0.12756698657848,-0.0236490872076488,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
